time_s,time_us,rx_done_cnt,rx_dropped_cnt,rx_error_cnt,tx_done_cnt,tx_zeroes_cnt,tx_overrun_cnt,tx_error_cnt,restarts_cnt,listen_done_cnt,last_error,seq,srcSystem,srcComponent,time_gregorian,log_timestamp,log_timestamp_gregorian
315964862,213500,61521,0,0,61269,0,0,0,0,57253,0,252,13,0,1980-01-06T03:01:02,1601677732.478564,2020-10-03T01:28:52
315964877,213500,61766,0,0,61514,0,0,0,0,57743,0,77,13,0,1980-01-06T03:01:17,1601677746.197433,2020-10-03T01:29:06
315964891,824500,62006,0,0,61752,0,0,0,0,58221,0,158,13,0,1980-01-06T03:01:31,1601677761.566448,2020-10-03T01:29:21
315964906,824500,62241,0,0,61987,0,0,0,0,58691,0,238,13,0,1980-01-06T03:01:46,1601677775.7253199,2020-10-03T01:29:35
315964918,824500,62425,0,0,62171,0,0,0,0,59059,0,63,13,0,1980-01-06T03:01:58,1601677790.1546519,2020-10-03T01:29:50
315964933,435500,62660,0,0,62404,0,0,0,0,59527,0,143,13,0,1980-01-06T03:02:13,1601677804.8004649,2020-10-03T01:30:04
315964948,435500,62903,0,0,62647,0,0,0,0,60013,0,218,13,0,1980-01-06T03:02:28,1601677818.653961,2020-10-03T01:30:18
315964963,43500,63134,0,0,62876,0,0,0,0,60473,0,40,13,0,1980-01-06T03:02:43,1601677833.5372128,2020-10-03T01:30:33
315964978,43500,63365,0,0,63107,0,0,0,0,60935,0,119,13,0,1980-01-06T03:02:58,1601677848.724861,2020-10-03T01:30:48
315964992,650500,63597,0,0,63337,0,0,0,0,61397,0,196,13,0,1980-01-06T03:03:12,1601677862.6602728,2020-10-03T01:31:02
315965004,650500,63781,0,0,63521,0,0,0,0,61765,0,21,13,0,1980-01-06T03:03:24,1601677877.232497,2020-10-03T01:31:17
315965019,259500,64026,0,0,63764,0,0,0,0,62252,0,102,13,0,1980-01-06T03:03:39,1601677891.130933,2020-10-03T01:31:31
315965034,259500,64262,0,0,64000,0,0,0,0,62724,0,187,13,0,1980-01-06T03:03:54,1601677906.078824,2020-10-03T01:31:46
315965048,871500,64494,0,0,64230,0,0,0,0,63186,0,10,13,0,1980-01-06T03:04:08,1601677920.3343558,2020-10-03T01:32:00
315965060,871500,64678,0,0,64414,0,0,0,0,63554,0,91,13,0,1980-01-06T03:04:20,1601677934.51052,2020-10-03T01:32:14
315965075,482500,64910,0,0,64644,0,0,0,0,64016,0,159,13,0,1980-01-06T03:04:35,1601677948.539041,2020-10-03T01:32:28
315965090,482500,65154,0,0,64888,0,0,0,0,64504,0,240,13,0,1980-01-06T03:04:50,1601677962.9680529,2020-10-03T01:32:42
315965105,92500,65399,0,0,65131,0,0,0,0,64992,0,60,13,0,1980-01-06T03:05:05,1601677976.390717,2020-10-03T01:32:56
315965117,92500,53,0,0,65321,0,0,0,0,65372,0,139,13,0,1980-01-06T03:05:17,1601677991.625453,2020-10-03T01:33:11
315965132,92500,294,0,0,26,0,0,0,0,318,0,215,13,0,1980-01-06T03:05:32,1601678006.010568,2020-10-03T01:33:26
315965146,702500,536,0,0,266,0,0,0,0,800,0,34,13,0,1980-01-06T03:05:46,1601678020.693984,2020-10-03T01:33:40
315965161,702500,780,0,0,510,0,0,0,0,1288,0,111,13,0,1980-01-06T03:06:01,1601678034.904516,2020-10-03T01:33:54
315965176,313500,1027,0,0,755,0,0,0,0,1780,0,190,13,0,1980-01-06T03:06:16,1601678049.527909,2020-10-03T01:34:09
315965188,313500,1221,0,0,949,0,0,0,0,2168,0,15,13,0,1980-01-06T03:06:28,1601678063.941468,2020-10-03T01:34:23
315965202,922500,1468,0,0,1194,0,0,0,0,2660,0,96,13,0,1980-01-06T03:06:42,1601678078.757156,2020-10-03T01:34:38
315965214,922500,1663,0,0,1389,0,0,0,0,3050,0,168,13,0,1980-01-06T03:06:54,1601678091.252573,2020-10-03T01:34:51
315965229,532500,1909,0,0,1633,0,0,0,0,3540,0,236,13,0,1980-01-06T03:07:09,1601678103.853953,2020-10-03T01:35:03
315965244,532500,2152,0,0,1876,0,0,0,0,4026,0,55,13,0,1980-01-06T03:07:24,1601678118.1266398,2020-10-03T01:35:18
315964850,878500,2593,0,0,2315,0,0,0,0,4906,0,196,13,0,1980-01-06T03:00:50,1601678145.9676929,2020-10-03T01:35:45
315964862,878500,2789,0,0,2511,0,0,0,0,5298,0,10,13,0,1980-01-06T03:01:02,1601678158.514457,2020-10-03T01:35:58
315964877,486500,3035,0,0,2755,0,0,0,0,5788,0,92,13,0,1980-01-06T03:01:17,1601678173.328984,2020-10-03T01:36:13
315964889,486500,3229,0,0,2949,0,0,0,0,6176,0,171,13,0,1980-01-06T03:01:29,1601678187.435032,2020-10-03T01:36:27
315964904,95500,3473,0,0,3191,0,0,0,0,6662,0,247,13,0,1980-01-06T03:01:44,1601678201.5418088,2020-10-03T01:36:41
315964916,95500,3667,0,0,3385,0,0,0,0,7050,0,64,13,0,1980-01-06T03:01:56,1601678214.4687,2020-10-03T01:36:54
315964930,705500,3907,0,0,3623,0,0,0,0,7528,0,146,13,0,1980-01-06T03:02:10,1601678228.723053,2020-10-03T01:37:08
315964945,705500,4151,0,0,3867,0,0,0,0,8016,0,222,13,0,1980-01-06T03:02:25,1601678243.5124528,2020-10-03T01:37:23
315964963,314500,4440,0,0,4154,0,0,0,0,8592,0,58,13,0,1980-01-06T03:02:43,1601678261.1109118,2020-10-03T01:37:41
315964978,314500,4671,0,0,4385,0,0,0,0,9054,0,143,13,0,1980-01-06T03:02:58,1601678277.278416,2020-10-03T01:37:57
1601804346,152500,4950,0,0,4662,0,0,0,0,9610,0,235,13,0,2020-10-04T12:39:06,1601678294.9828088,2020-10-03T01:38:14
1601804364,152500,5224,0,0,4936,0,0,0,0,10158,0,62,13,0,2020-10-04T12:39:24,1601678312.703768,2020-10-03T01:38:32
1601804379,236500,5467,0,0,5177,0,0,0,0,10642,0,148,13,0,2020-10-04T12:39:39,1601678329.1951199,2020-10-03T01:38:49
1601804397,236500,5746,0,0,5456,0,0,0,0,11200,0,239,13,0,2020-10-04T12:39:57,1601678346.129653,2020-10-03T01:39:06
1601804415,295500,6025,0,0,5733,0,0,0,0,11756,0,71,13,0,2020-10-04T12:40:15,1601678363.221396,2020-10-03T01:39:23
1601804433,393500,6303,0,0,6009,0,0,0,0,12310,0,155,13,0,2020-10-04T12:40:33,1601678381.090397,2020-10-03T01:39:41
1601804451,393500,6591,0,0,6297,0,0,0,0,12886,0,241,13,0,2020-10-04T12:40:51,1601678398.065825,2020-10-03T01:39:58
1601804484,294500,7123,0,0,6827,0,0,0,0,13948,0,142,13,0,2020-10-04T12:41:24,1601678433.731488,2020-10-03T01:40:33
1601804502,620500,7414,0,0,7116,0,0,0,0,14528,0,228,13,0,2020-10-04T12:41:42,1601678450.659685,2020-10-03T01:40:50
1601804520,620500,7703,0,0,7405,0,0,0,0,15106,0,49,13,0,2020-10-04T12:42:00,1601678468.6196718,2020-10-03T01:41:08
1601804538,725500,7999,0,0,7699,0,0,0,0,15696,0,126,13,0,2020-10-04T12:42:18,1601678486.649097,2020-10-03T01:41:26
1601804556,707500,8293,0,0,7991,0,0,0,0,16282,0,213,13,0,2020-10-04T12:42:36,1601678503.8007128,2020-10-03T01:41:43
1601804574,707500,8588,0,0,8286,0,0,0,0,16872,0,44,13,0,2020-10-04T12:42:54,1601678520.643764,2020-10-03T01:42:00
1601804589,890500,8833,0,0,8529,0,0,0,0,17360,0,128,13,0,2020-10-04T12:43:09,1601678537.234344,2020-10-03T01:42:17
1601804604,890500,9077,0,0,8773,0,0,0,0,17848,0,216,13,0,2020-10-04T12:43:24,1601678554.214021,2020-10-03T01:42:34
1601804622,941500,9373,0,0,9067,0,0,0,0,18438,0,53,13,0,2020-10-04T12:43:42,1601678571.802701,2020-10-03T01:42:51
1601804640,941500,9665,0,0,9359,0,0,0,0,19022,0,142,13,0,2020-10-04T12:44:00,1601678589.605857,2020-10-03T01:43:09
1601804656,118500,9913,0,0,9605,0,0,0,0,19516,0,228,13,0,2020-10-04T12:44:16,1601678606.5770838,2020-10-03T01:43:26
1601804674,118500,10205,0,0,9897,0,0,0,0,20100,0,58,13,0,2020-10-04T12:44:34,1601678623.199209,2020-10-03T01:43:43
1601804692,208500,10500,0,0,10190,0,0,0,0,20688,0,147,13,0,2020-10-04T12:44:52,1601678640.356768,2020-10-03T01:44:00
1601804707,208500,10746,0,0,10436,0,0,0,0,21180,0,233,13,0,2020-10-04T12:45:07,1601678657.103036,2020-10-03T01:44:17
1601804725,280500,11039,0,0,10727,0,0,0,0,21764,0,70,13,0,2020-10-04T12:45:25,1601678674.2294888,2020-10-03T01:44:34
1601804761,310500,11626,0,0,11312,0,0,0,0,22936,0,242,13,0,2020-10-04T12:46:01,1601678709.4449809,2020-10-03T01:45:09
1601804779,478500,11917,0,0,11601,0,0,0,0,23516,0,65,13,0,2020-10-04T12:46:19,1601678726.803397,2020-10-03T01:45:26
1601804794,478500,12159,0,0,11843,0,0,0,0,24000,0,153,13,0,2020-10-04T12:46:34,1601678742.341621,2020-10-03T01:45:42
1601804812,554500,12446,0,0,12128,0,0,0,0,24572,0,245,13,0,2020-10-04T12:46:52,1601678760.310137,2020-10-03T01:46:00
1601804830,554500,12738,0,0,12420,0,0,0,0,25156,0,79,13,0,2020-10-04T12:47:10,1601678777.470329,2020-10-03T01:46:17
1601804848,633500,13023,0,0,12703,0,0,0,0,25724,0,165,13,0,2020-10-04T12:47:28,1601678795.402689,2020-10-03T01:46:35
1601804863,633500,13252,0,0,12932,0,0,0,0,26182,0,2,13,0,2020-10-04T12:47:43,1601678813.1872249,2020-10-03T01:46:53
1601804881,748500,13532,0,0,13210,0,0,0,0,26740,0,83,13,0,2020-10-04T12:48:01,1601678829.246608,2020-10-03T01:47:09
1601804896,843500,13763,0,0,13439,0,0,0,0,27200,0,169,13,0,2020-10-04T12:48:16,1601678847.206281,2020-10-03T01:47:27
1601804914,843500,14052,0,0,13728,0,0,0,0,27778,0,4,13,0,2020-10-04T12:48:34,1601678865.250093,2020-10-03T01:47:45
1601804932,923500,14333,0,0,14007,0,0,0,0,28338,0,86,13,0,2020-10-04T12:48:52,1601678881.176312,2020-10-03T01:48:01
1601804950,923500,14609,0,0,14283,0,0,0,0,28890,0,181,13,0,2020-10-04T12:49:10,1601678899.175309,2020-10-03T01:48:19
1601804969,11500,14887,0,0,14559,0,0,0,0,29444,0,12,13,0,2020-10-04T12:49:29,1601678916.918252,2020-10-03T01:48:36
1601804987,11500,15167,0,0,14839,0,0,0,0,30004,0,100,13,0,2020-10-04T12:49:47,1601678934.3826559,2020-10-03T01:48:54
1601805005,122500,15463,0,0,15133,0,0,0,0,30594,0,187,13,0,2020-10-04T12:50:05,1601678951.476729,2020-10-03T01:49:11
1601805020,189500,15701,0,0,15369,0,0,0,0,31068,0,17,13,0,2020-10-04T12:50:20,1601678967.48838,2020-10-03T01:49:27
1601805035,189500,15940,0,0,15608,0,0,0,0,31546,0,96,13,0,2020-10-04T12:50:35,1601678985.137172,2020-10-03T01:49:45
1601805053,39500,16229,0,0,15895,0,0,0,0,32122,0,180,13,0,2020-10-04T12:50:53,1601679002.153681,2020-10-03T01:50:02
1601805071,39500,16522,0,0,16188,0,0,0,0,32708,0,14,13,0,2020-10-04T12:51:11,1601679020.0186079,2020-10-03T01:50:20
1601805089,6500,16818,0,0,16482,0,0,0,0,33298,0,102,13,0,2020-10-04T12:51:29,1601679037.381717,2020-10-03T01:50:37
1601805107,6500,17109,0,0,16773,0,0,0,0,33880,0,197,13,0,2020-10-04T12:51:47,1601679055.7003798,2020-10-03T01:50:55
1601805125,134500,17401,0,0,17063,0,0,0,0,34462,0,32,13,0,2020-10-04T12:52:05,1601679072.8161318,2020-10-03T01:51:12
1601805140,134500,17644,0,0,17306,0,0,0,0,34948,0,102,13,0,2020-10-04T12:52:20,1601679089.943548,2020-10-03T01:51:29
1601805158,320500,17938,0,0,17598,0,0,0,0,35534,0,179,13,0,2020-10-04T12:52:38,1601679108.661165,2020-10-03T01:51:48
1601805176,368500,18227,0,0,17885,0,0,0,0,36110,0,3,13,0,2020-10-04T12:52:56,1601679125.7775,2020-10-03T01:52:05
1601805194,368500,18507,0,0,18165,0,0,0,0,36670,0,91,13,0,2020-10-04T12:53:14,1601679142.5824518,2020-10-03T01:52:22
1601805209,483500,18740,0,0,18396,0,0,0,0,37134,0,177,13,0,2020-10-04T12:53:29,1601679160.6109319,2020-10-03T01:52:40
1601805227,483500,19030,0,0,18686,0,0,0,0,37714,0,8,13,0,2020-10-04T12:53:47,1601679176.805472,2020-10-03T01:52:56
1601805245,710500,19306,0,0,18960,0,0,0,0,38264,0,97,13,0,2020-10-04T12:54:05,1601679194.23948,2020-10-03T01:53:14
1601805263,710500,19583,0,0,19237,0,0,0,0,38818,0,180,13,0,2020-10-04T12:54:23,1601679211.19718,2020-10-03T01:53:31
1601805278,705500,19814,0,0,19466,0,0,0,0,39278,0,15,13,0,2020-10-04T12:54:38,1601679228.61782,2020-10-03T01:53:48
1601805296,705500,20090,0,0,19742,0,0,0,0,39830,0,109,13,0,2020-10-04T12:54:56,1601679246.4860759,2020-10-03T01:54:06
1601805315,19500,20381,0,0,20031,0,0,0,0,40410,0,189,13,0,2020-10-04T12:55:15,1601679264.600581,2020-10-03T01:54:24
1601805324,19500,20522,0,0,20172,0,0,0,0,40692,0,220,13,0,2020-10-04T12:55:24,1601679269.962617,2020-10-03T01:54:29
1601805596,355500,20895,0,0,20543,0,0,0,0,41436,0,51,13,0,2020-10-04T12:59:56,1601679300.9762928,2020-10-03T01:55:00
1601805381,191500,21420,0,0,21066,0,0,0,0,42484,0,130,13,0,2020-10-04T12:56:21,1601679329.2091799,2020-10-03T01:55:29
1601805411,280500,21910,0,0,21554,0,0,0,0,43462,0,216,13,0,2020-10-04T12:56:51,1601679360.487201,2020-10-03T01:56:00
1601805444,385500,22447,0,0,22089,0,0,0,0,44534,0,47,13,0,2020-10-04T12:57:24,1601679392.0088918,2020-10-03T01:56:32
1601805474,444500,22937,0,0,22577,0,0,0,0,45512,0,137,13,0,2020-10-04T12:57:54,1601679423.063977,2020-10-03T01:57:03
1601805507,565500,23477,0,0,23115,0,0,0,0,46590,0,234,13,0,2020-10-04T12:58:27,1601679454.818908,2020-10-03T01:57:34
1601805570,749500,24506,0,0,24140,0,0,0,0,48644,0,118,13,0,2020-10-04T12:59:30,1601679518.185917,2020-10-03T01:58:38
1601805600,843500,24995,0,0,24627,0,0,0,0,49620,0,205,13,0,2020-10-04T13:00:00,1601679549.469172,2020-10-03T01:59:09
1601805633,918500,25535,0,0,25165,0,0,0,0,50698,0,22,13,0,2020-10-04T13:00:33,1601679580.186857,2020-10-03T01:59:40
1601805664,35500,26023,0,0,25651,0,0,0,0,51672,0,100,13,0,2020-10-04T13:01:04,1601679612.2817569,2020-10-03T02:00:12
1601805697,126500,26562,0,0,26188,0,0,0,0,52748,0,172,13,0,2020-10-04T13:01:37,1601679644.183029,2020-10-03T02:00:44
1601805754,321500,27491,0,0,27113,0,0,0,0,54602,0,59,13,0,2020-10-04T13:02:34,1601679702.774061,2020-10-03T02:01:42
1601805784,408500,27976,0,0,27596,0,0,0,0,55570,0,138,13,0,2020-10-04T13:03:04,1601679733.962229,2020-10-03T02:02:13
1601805817,510500,28508,0,0,28126,0,0,0,0,56632,0,217,13,0,2020-10-04T13:03:37,1601679765.86116,2020-10-03T02:02:45
1601805880,701500,29487,0,0,29101,0,0,0,0,58586,0,73,13,0,2020-10-04T13:04:40,1601679829.392729,2020-10-03T02:03:49
1601805943,892500,30467,0,0,30077,0,0,0,0,60542,0,205,13,0,2020-10-04T13:05:43,1601679892.385808,2020-10-03T02:04:52
1601806007,71500,31476,0,0,31082,0,0,0,0,62556,0,80,13,0,2020-10-04T13:06:47,1601679954.947769,2020-10-03T02:05:54
1601806037,136500,31953,0,0,31557,0,0,0,0,63508,0,111,13,0,2020-10-04T13:07:17,1601679986.715997,2020-10-03T02:06:26
1601806100,338500,32955,0,0,32555,0,0,0,0,65508,0,158,13,0,2020-10-04T13:08:20,1601680051.723717,2020-10-03T02:07:31
1601806133,506500,33481,0,0,33077,0,0,0,0,1020,0,250,13,0,2020-10-04T13:08:53,1601680080.697185,2020-10-03T02:08:00
1601806163,593500,33943,0,0,33537,0,0,0,0,1942,0,87,13,0,2020-10-04T13:09:23,1601680111.704169,2020-10-03T02:08:31
1601806193,593500,34403,0,0,33997,0,0,0,0,2862,0,177,13,0,2020-10-04T13:09:53,1601680142.8540049,2020-10-03T02:09:02
1601806226,760500,34934,0,0,34524,0,0,0,0,3920,0,13,13,0,2020-10-04T13:10:26,1601680174.702364,2020-10-03T02:09:34
1601806256,843500,35399,0,0,34987,0,0,0,0,4848,0,109,13,0,2020-10-04T13:10:56,1601680206.3012319,2020-10-03T02:10:06
1601806289,926500,35928,0,0,35514,0,0,0,0,5904,0,201,13,0,2020-10-04T13:11:29,1601680240.499956,2020-10-03T02:10:40
1601806320,500,36419,0,0,36003,0,0,0,0,6884,0,30,13,0,2020-10-04T13:12:00,1601680269.0794969,2020-10-03T02:11:09
1601806353,93500,36955,0,0,36537,0,0,0,0,7954,0,123,13,0,2020-10-04T13:12:33,1601680300.0431318,2020-10-03T02:11:40
1601806383,169500,37446,0,0,37026,0,0,0,0,8934,0,218,13,0,2020-10-04T13:13:03,1601680331.427753,2020-10-03T02:12:11
1601806416,264500,37984,0,0,37562,0,0,0,0,10008,0,50,13,0,2020-10-04T13:13:36,1601680363.1567008,2020-10-03T02:12:43
1601806446,350500,38473,0,0,38049,0,0,0,0,10984,0,142,13,0,2020-10-04T13:14:06,1601680395.035297,2020-10-03T02:13:15
1601806476,449500,38962,0,0,38536,0,0,0,0,11960,0,236,13,0,2020-10-04T13:14:36,1601680429.032708,2020-10-03T02:13:49
1601806509,309500,39500,0,0,39072,0,0,0,0,13034,0,60,13,0,2020-10-04T13:15:09,1601680455.931705,2020-10-03T02:14:15
1601806530,309500,39843,0,0,39415,0,0,0,0,13720,0,137,13,0,2020-10-04T13:15:30,1601680480.288481,2020-10-03T02:14:40
1601806556,913500,40285,0,0,39855,0,0,0,0,14602,0,218,13,0,2020-10-04T13:15:56,1601680506.459589,2020-10-03T02:15:06
1601806521,603500,40725,0,0,40293,0,0,0,0,15480,0,48,13,0,2020-10-04T13:15:21,1601680533.290781,2020-10-03T02:15:33
1601806548,209500,41166,0,0,40732,0,0,0,0,16360,0,132,13,0,2020-10-04T13:15:48,1601680559.630144,2020-10-03T02:15:59
1601806512,795500,41605,0,0,41169,0,0,0,0,17236,0,211,13,0,2020-10-04T13:15:12,1601680585.964105,2020-10-03T02:16:25
1601806536,404500,41997,0,0,41559,0,0,0,0,18018,0,34,13,0,2020-10-04T13:15:36,1601680612.313788,2020-10-03T02:16:52
1601806500,995500,42438,0,0,41998,0,0,0,0,18898,0,113,13,0,2020-10-04T13:15:00,1601680638.865725,2020-10-03T02:17:18
1601806527,995500,42875,0,0,42435,0,0,0,0,19772,0,195,13,0,2020-10-04T13:15:27,1601680665.609488,2020-10-03T02:17:45
1601806551,604500,43268,0,0,42826,0,0,0,0,20556,0,19,13,0,2020-10-04T13:15:51,1601680689.280809,2020-10-03T02:18:09
1601806516,233500,43705,0,0,43261,0,0,0,0,21428,0,98,13,0,2020-10-04T13:15:16,1601680714.935916,2020-10-03T02:18:34
1601806539,841500,44084,0,0,43638,0,0,0,0,22184,0,185,13,0,2020-10-04T13:15:39,1601680742.020212,2020-10-03T02:19:02
1601806504,373500,44519,0,0,44071,0,0,0,0,23052,0,254,13,0,2020-10-04T13:15:04,1601680768.152948,2020-10-03T02:19:28
1601806530,981500,44935,0,0,44485,0,0,0,0,23882,0,78,13,0,2020-10-04T13:15:30,1601680794.6503558,2020-10-03T02:19:54
1601806522,602500,45827,0,0,45375,0,0,0,0,25664,0,237,13,0,2020-10-04T13:15:22,1601680852.6928048,2020-10-03T02:20:52
1601806936,614500,46335,0,0,45881,0,0,0,0,26678,0,73,13,0,2020-10-04T13:22:16,1601680884.256512,2020-10-03T02:21:24
1601806966,794500,46808,0,0,46352,0,0,0,0,27622,0,163,13,0,2020-10-04T13:22:46,1601680915.8251128,2020-10-03T02:21:55
1601806999,971500,47328,0,0,46868,0,0,0,0,28658,0,250,13,0,2020-10-04T13:23:19,1601680947.5927129,2020-10-03T02:22:27
1601807029,971500,47786,0,0,47326,0,0,0,0,29574,0,85,13,0,2020-10-04T13:23:49,1601680979.365805,2020-10-03T02:22:59
1601807063,147500,48298,0,0,47834,0,0,0,0,30594,0,173,13,0,2020-10-04T13:24:23,1601681009.658285,2020-10-03T02:23:29
1601807093,237500,48762,0,0,48296,0,0,0,0,31520,0,4,13,0,2020-10-04T13:24:53,1601681041.516021,2020-10-03T02:24:01
1601807123,237500,49234,0,0,48768,0,0,0,0,32464,0,91,13,0,2020-10-04T13:25:23,1601681072.587065,2020-10-03T02:24:32
1601807156,413500,49754,0,0,49284,0,0,0,0,33500,0,184,13,0,2020-10-04T13:25:56,1601681104.340973,2020-10-03T02:25:04
1601807186,501500,50225,0,0,49753,0,0,0,0,34440,0,16,13,0,2020-10-04T13:26:26,1601681135.170325,2020-10-03T02:25:35
1601807213,501500,50660,0,0,50188,0,0,0,0,35310,0,97,13,0,2020-10-04T13:26:53,1601681163.2358558,2020-10-03T02:26:03
1601807246,589500,51197,0,0,50723,0,0,0,0,36382,0,185,13,0,2020-10-04T13:27:26,1601681194.8015358,2020-10-03T02:26:34
1601807276,526500,51686,0,0,51210,0,0,0,0,37358,0,17,13,0,2020-10-04T13:27:56,1601681226.049156,2020-10-03T02:27:06
1601807309,856500,52224,0,0,51744,0,0,0,0,38430,0,110,13,0,2020-10-04T13:28:29,1601681257.8181438,2020-10-03T02:27:37
1601807342,934500,52759,0,0,52277,0,0,0,0,39498,0,197,13,0,2020-10-04T13:29:02,1601681289.760985,2020-10-03T02:28:09
1601807373,21500,53244,0,0,52760,0,0,0,0,40466,0,36,13,0,2020-10-04T13:29:33,1601681320.938428,2020-10-03T02:28:40
1601807403,109500,53735,0,0,53249,0,0,0,0,41446,0,127,13,0,2020-10-04T13:30:03,1601681351.6925678,2020-10-03T02:29:11
1601807436,184500,54270,0,0,53782,0,0,0,0,42514,0,221,13,0,2020-10-04T13:30:36,1601681384.1797009,2020-10-03T02:29:44
1601807466,290500,54753,0,0,54263,0,0,0,0,43478,0,57,13,0,2020-10-04T13:31:06,1601681414.595016,2020-10-03T02:30:14
1601807481,290500,54998,0,0,54508,0,0,0,0,43968,0,145,13,0,2020-10-04T13:31:21,1601681430.993764,2020-10-03T02:30:30
1601807499,382500,55294,0,0,54802,0,0,0,0,44558,0,233,13,0,2020-10-04T13:31:39,1601681448.2995849,2020-10-03T02:30:48
1601807517,382500,55583,0,0,55091,0,0,0,0,45136,0,70,13,0,2020-10-04T13:31:57,1601681466.2237918,2020-10-03T02:31:06
1601807535,484500,55878,0,0,55384,0,0,0,0,45724,0,160,13,0,2020-10-04T13:32:15,1601681482.5618289,2020-10-03T02:31:22
1601807550,484500,56119,0,0,55625,0,0,0,0,46206,0,246,13,0,2020-10-04T13:32:30,1601681499.427549,2020-10-03T02:31:39
1601807568,572500,56410,0,0,55914,0,0,0,0,46786,0,79,13,0,2020-10-04T13:32:48,1601681516.235492,2020-10-03T02:31:56
1601807586,572500,56703,0,0,56207,0,0,0,0,47372,0,169,13,0,2020-10-04T13:33:06,1601681534.019173,2020-10-03T02:32:14
1601807601,667500,56949,0,0,56451,0,0,0,0,47862,0,2,13,0,2020-10-04T13:33:21,1601681550.964516,2020-10-03T02:32:30
1601807622,652500,57289,0,0,56789,0,0,0,0,48540,0,96,13,0,2020-10-04T13:33:42,1601681569.117576,2020-10-03T02:32:49
1601807637,652500,57530,0,0,57030,0,0,0,0,49022,0,193,13,0,2020-10-04T13:33:57,1601681586.7119808,2020-10-03T02:33:06
1601807655,863500,57819,0,0,57317,0,0,0,0,49598,0,28,13,0,2020-10-04T13:34:15,1601681603.45466,2020-10-03T02:33:23
1601807673,863500,58111,0,0,57609,0,0,0,0,50182,0,120,13,0,2020-10-04T13:34:33,1601681621.657256,2020-10-03T02:33:41
1601807691,963500,58406,0,0,57902,0,0,0,0,50770,0,211,13,0,2020-10-04T13:34:51,1601681638.9779289,2020-10-03T02:33:58
1601807709,963500,58692,0,0,58188,0,0,0,0,51342,0,38,13,0,2020-10-04T13:35:09,1601681655.723489,2020-10-03T02:34:15
1601807725,61500,58926,0,0,58420,0,0,0,0,51808,0,132,13,0,2020-10-04T13:35:25,1601681674.422397,2020-10-03T02:34:34
1601807743,61500,59203,0,0,58697,0,0,0,0,52362,0,222,13,0,2020-10-04T13:35:43,1601681691.583688,2020-10-03T02:34:51
1601807758,163500,59436,0,0,58928,0,0,0,0,52826,0,53,13,0,2020-10-04T13:35:58,1601681707.9050999,2020-10-03T02:35:07
1601807779,268500,59770,0,0,59260,0,0,0,0,53492,0,146,13,0,2020-10-04T13:36:19,1601681726.3078969,2020-10-03T02:35:26
1601807794,268500,60008,0,0,59498,0,0,0,0,53968,0,238,13,0,2020-10-04T13:36:34,1601681743.642961,2020-10-03T02:35:43
